CODOPER;DOCFEC;DOCSER;DOCNUM;DESCOP;HORACAN;DTOOBR;CODMOD;PORIMP;PORREC;PRETAR;NUMTAR;LINOBRA
800;12/04/2011;21;000114;DESMONTAR DIFERENCIAL DELANTERO, DESPIECE, COLOCACION DE PISTON , DISCO, SEGMENTOS, MONTAJE , AJUSTE Y MONTAJE EN MAQUINA, HACER NIVEL ACEITE;30;0;01;18;4;30;01;005
101;19/04/2011;21;000115;DESMONTAR Y SUSTITUIR RADIADORES DE REFRIGERANTE MOTOR DIESEL, HIDRAULICO Y CONDENSADOR DE POSICIONES. MODIFICACION CARENAJES DE ENTRADA Y SALIDA DE AIRE CON PROTECCIONES SUPERIORES Y LATERALES.;95;0;01;18;4;30;01;005
800;25/04/2011;21;000116;DESPLAZAMIENTO A EROSKI MORON, QUITAR BOTELLA HIDRAULICA DE COMPACTADORA Y COLOCARLA UNA VEZ REPARADA  EN TALLER.;14;0;01;18;4;30;01;005
101;25/04/2011;21;000116;DESMONTAR BOTELLA HIDRAULICA PARA SUSTITUCION DE EMPAQUETADURAS Y MONTAJE DE LAS MISMAS.;4;0;01;18;4;30;02;005
800;06/04/2011;21;000103;DESPLAZAMIENTO A CANTERA;3;0;01;18;4;30;01;005
101;27/04/2011;21;000119;REPARACION DE ARTICULACION CENTRAL EN TALLER;100;0;01;18;4;30;01;005
800;28/04/2011;21;000120;DESPLAZAMIENTO A GIBRALEON, COMPROBACION DE FALLO AL METER ACEITE DE TRANSMISION A TANQUE HIDRAULICO;3;0;01;18;4;32;01;005
101;28/04/2011;21;000122;DESMONTAJE Y DESPIECE DE CULATA, LIMPIEZA DE AFTERCOOLER Y DE INTERCOOLER.;6;0;01;18;4;30;01;005
101;28/04/2011;21;000123;ACOPLAMIENTO AIRE ACONDICIONADO;15;0;01;18;4;30;01;005
101;09/05/2011;21;000128;QUITAR TRANSMISION DE MAQUINA Y PONERLA EN MAQUINA;50;0;01;18;4;30;01;005
101;09/05/2011;21;000128;DESMONTAR TRANSMISION PARA DIAGNOSTICAR AVERIA;20;0;01;18;4;30;02;005
101;10/05/2011;21;000130;DESPIECE DE MOTOR , LIMPIEZA, COLOCACION DE JUEGOS  REPARACION Y MONTAJE EN TALLER ;100;0;01;18;4;30;01;005
800;12/05/2011;21;000136;DESPLAZAMIENTO A ARIDOS AEROPUERTO, REVISION DE FALLO DE SENSOR DE VOLTEO.;1;0;01;18;4;149;01;005
800;12/05/2011;21;000137;DESPLAZAMIENTO A PLANTA LA LINEA, SUSTITUCION DE MICRORELES DE PEDAL DE FRENO Y SANEAR CABLEADO.;1;0;01;18;4;286;01;005
101;13/05/2011;21;000138;DESMONTAR CARENAJE, SACAR MOTOR , TRANSMISION, MONTAJE EN MAQUINA UN VEZ REPARADA, MONTAJE MOTOR Y CARENAJES;60;0;01;18;4;30;01;005
101;13/05/2011;21;000138;DESPIECE TRANSMISION, LIMPIEZA, COLOCACION DE JUEGOS REPARACION, AJUSTE, Y MONTAJE ;60;0;01;18;4;30;01;010
800;13/05/2011;21;000139;DESPLAZAMIENTO A PLANTA, SACAR MOTOR DE MAQUINA PARA SU REPARACION EN TALLER;15;0;01;18;4;30;01;005
101;13/05/2011;21;000139;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGOS REPARACION Y MONTAJE;90;0;01;18;4;30;02;005
800;13/05/2011;21;000139;MONTAJE DE MOTOR EN MAQUINA UNA VEZ REPARADO;20;0;01;18;4;30;04;005
101;13/05/2011;21;000138;DESMONTAR INYECTORES, COMPROBACION, CAMBIAR TOBERAS, COMPROBACION Y AJUSTE.
;2;0;01;18;4;30;02;005
101;17/05/2011;21;000142;DESMONTAR Y MONTAR RODAJE;180;0;01;18;4;32;01;005
101;19/05/2011;21;000149;SUSTITUCION DE LAS 2 CADENAS DE GOMA DE MAQUINA EN TALLER;4;0;01;18;4;30;01;005
800;19/05/2011;21;000150;DESPLAZAMIENTO A MARCHENA, SUSTITUCION DE CADENAS DE GOMA DE MAQUINA;4;0;01;18;4;30;01;005
800;19/05/2011;21;000148;DESMONTAR PILOTOS, MOTOR LIMPIAPARABRISA, CLAXON, AVISADOR MARCHA ATRAS, REVISION DE CABLES Y COLOCACION DE NUEVOS;6;0;01;18;4;32;02;005
800;19/05/2011;21;000148;DESMONTAR MANGUITOS DE AGUA Y COLOCACION DE NUEVO;3;0;01;18;4;32;03;005
800;19/05/2011;21;000148;DESMONTAR PASTILLAS, CABLE DE FRENO MANO, COLOCACION DE NUEVOS, MONTAJE Y AJUSTE;6;0;01;18;4;32;04;005
101;20/05/2011;21;000152;DESMONTAR PIEZAS DE MOTOR VIEJO A MOTOR NUEVO RECON;8;0;01;18;4;30;01;005
800;23/05/2011;21;000154;DESPLAZAMIENTO A PLANTA, SACAR MOTOR DE MAQUINA PARA SU TRASLADO AL TALLER;15;0;01;18;4;30;01;005
101;23/05/2011;21;000154;DESMONTAR PIEZAS DE MOTOR VIEJO A MOTOR NUEVO RECOM;8;0;01;18;4;30;02;005
800;23/05/2011;21;000154;DESPLAZAMIENTO A PLANTA, MONTAJE DE MOTOR EN MAQUINA;20;0;01;18;4;30;03;005
800;20/05/2011;21;000151;DESPLAZAMIENTO, DESMONTAR Y MONTAJE DE MOTOR ACELERADOR. COMPROBACION DE INSTALACION ELECTRICA, REPARACION, ADAPTACION DE RELOJ, ELECTROVALVULA Y ACCESORIOS HIDRAULICOS.;16;0;01;18;4;30;01;005
800;24/05/2011;21;000159;MANO DE OBRA, DESPLAZAMIENTO, DIETAS Y ALOJAMIENTO.;200;0;01;18;4;32;01;005
800;27/05/2011;21;000161;DESPLAZAMIENTO A PLANTA, REALIZAR VACIO DE AIRE ACONDICIONADO Y CARGA DEL MISMO. ;1;0;01;18;4;143;01;005
800;26/05/2011;21;000160;DESPLAZAMIENTO, DESMONTAR CARDA, QUITACIMBRE, FRENO MANO PARA SU REPARCION EN TALLER Y MONTAJE UNA VEZ REPARADO;14;0;01;18;4;30;01;005
101;26/05/2011;21;000160;DESMONTAR CARDAN, QUITACIMBRE, COLOCACION DE CRUCETAS Y MONTAJE;7;0;01;18;4;30;02;005
800;02/06/2011;21;000166;DESMONTAR RADIADOR PARA SU FABRICACION Y MONTAJE. DESMONTAR VALVULA BOMBA VENTILADOR,  COLOCACION DE NUEVA Y AJUSTE;25;0;01;18;4;32;01;005
800;02/06/2011;21;000166;DESMONTAR CONDESADOR, COLOCACION DE SOPORTE, MONTAJE CONDESADOR, CONSTRUCCION DE MANGUERAS Y CARGA DEL MISMO;12;0;01;18;4;32;02;005
800;02/06/2011;21;000166;DESMONTAR CARENAJES, DESMONTAR DEPOCITO, LIMPIEZA Y MONTAJE DE LOS MISMO;12;0;01;18;4;32;03;005
101;02/06/2011;21;000167;DESMONTAR CARENAJES, CABINA, SACAR TRANSMISION Y CONVERTIDOR PARA SU DESPIECE ;45;0;01;18;4;32;01;005
101;02/06/2011;21;000167;LIMPIEZA, DESPIECE DE TRANSMISION Y CONVERTIDOR PARA VER AVERIA Y LISTADO DE PIEZAS PARA SU REPARACION;35;0;01;18;4;32;02;005
800;02/06/2011;21;000167;DESPLAZAMIENTO A PLANTA, DESMONTAR PANTALLA Y ARCO DE BULDOCER PARA SU TRASLADO AL TALLER;4;0;01;18;4;32;03;005
800;09/06/2011;21;000177;DESPLAZAMIENTO A PLANTA, DESMONTAJE DE LA INSTALACION DE A/A PARA TRAERLA AL TALLER PARA ADAPTARLA. POSTERIOR DESPLAZAMIENTO A PLANTA PARA  REALIZARLA LA NUEVA  INSTALACIÓN DE AIRE ACONDICIONADO: NUEVAS TUBERIAS, CONDENSADOR, SOPORTE,FILTRO, VENTILADORES,;11;0;01;18;4;32;01;005
101;09/06/2011;21;000179;DESMONTAR CILINDRO, FABRICACION DE VASTAGO, COLOCACION DE EMPAQUETADURAS Y MONTAJE;1;0;01;18;4;48;01;005
800;09/06/2011;21;000181;DESPLAZAMIENTO A ISLA DE LA CARTUJA (SEVILLA), DIAGNOSTICAR POSIBLE FALLO DE MOTOR;1;0;01;18;4;170;01;005
800;13/06/2011;21;000182;DESPLAZAMIENTO, DESMONTAR TAPA, INYECTORES, COLOCACION DE NUEVOS, JUNTAS Y AJUSTE DE LOS MISMO;6;0;01;18;4;30;01;005
800;16/06/2011;21;000184;DESPLAZAMIENTO A SUS INSTALACIONES (POLG. IND. LA PALMERA, BELLAVISTA), HACER VACIO Y CARGAR DE A/C.;1;0;01;18;4;99;01;005
800;17/06/2011;21;000185;PUESTA EN MARCHA DEL MOTOR Y AJUSTE DEL MISMO;1;0;01;18;4;230;02;005
800;20/06/2011;21;000187;DESPLAZAMIENTO A CANTERA, SUSTITUIR CRISTRAL DE LUNA DELANTERO POR UNO NUEVO;1;0;01;18;4;233;01;005
101;20/06/2011;21;000188;DESMONTAR CILINDRO, TUERCA DE COGIDA VASTAGO, DESMONTAR EMPAQUETADURAS, COLOCACION DE NUEVAS Y MONTAJE;6;0;01;18;4;30;01;005
800;29/06/2011;21;000195;DESPLAZAMIENTO A PLANTA, DESMONTAR CARENAJES, CULATA, COLOCACION DE JUNTAS, CULATA INTERCAMBIO, AJUSTES  Y MONTAJE DE CARENAJES;1;0;01;18;4;5529,56;01;005
800;01/07/2011;21;000197;DESPLAZAMIENTO A CANTERA, HACER VACIO Y CARGA DE AIRE ACONDICIONADO. ;1;0;01;18;4;117;01;005
800;01/07/2011;21;000198;DESMONTAR TUBOS DE BOMBA, COLOCACION DE JUNTAS, DESMONTAR CARENAJES, DESMONTAR TAPA BALANCINE, DESMONTAR INYECTOR, COLOCACION DE NUEVO, AJUSTE Y MONTAJE. COLOCACION INTERRUPTOR SELECTOR DIRECCION;1;0;01;18;4;1441,2;01;005
101;01/07/2011;21;000199;DESMONTAR AGULILON;80;0;01;18;4;30;01;005
800;04/07/2011;21;000203;DESPLAZAMIENTO A CANTERA, REALIZAR VACIO DE A/A Y CARGA DEL MISMO. ;1;0;01;18;4;117;01;005
800;24/01/2011;21;000022;DESPLAZAMIENTO A PLANTA NUEVO PUERTO, SUSTITUCION DE SOPORTE, SENSOR Y PIEZAS DE CORTE DE VOLTEO.;1;0;01;18;4;278;01;005
101;01/07/2011;21;000210;REPARACION DE MOTOR EN TALLER;90;0;01;18;4;30;01;005
101;01/07/2011;21;000210;QUITAR MOTOR DE LA MAQUINA Y UNA VEZ REPARADO COLOCARLO;40;0;01;18;4;30;02;005
101;01/07/2011;21;000210;SACAR RADIADOR DE MAQUINA, REPARACION, LIMPIEZA Y MONTAJE EN MAQUINA;12;0;01;18;4;30;03;005
800;14/07/2011;21;000218;DESPLAZAMIENTO A CANTERA, REVISAR FALLO A/A, LIMPIEZA DE EVAPORADOR Y DESMONTAR GRUPO CLIMATIZADOR. LOCACIZAR FUGA DE GAS (TUBO MANCHADO), CARGAR A/A Y PROBAR.;2,5;8;01;18;4;32,7;01;005
800;14/07/2011;21;000218;DESPLAZAMIENTO A CANTERA, QUITAR TUBO A/A (DEFECTUOSO), CONDENSAR Y COMPRESOR, LLEVARLO A TALLER PARA COMPROBACION Y LIMPIEZA DE LOS MISMOS. ;3,5;8;01;18;4;32,7;02;005
101;14/07/2011;21;000218;COMPROBACION DE COMPRESOR (NO TENIENDO FUGA) Y LIMPIEZA DE CONDENSADOR EN TALLER.;1;0;01;18;4;29,07;03;005
800;14/07/2011;21;000218;DESPLAZAMIENTO A CANTERA, MONTAR TUBO CONDENSADOR, CONDENSADOR Y COMPRESOR. LIMPIEZA DE RADIADORES, CARGA DE A/A Y PROBAR, FUNCIONANDO BIEN.;4,5;8;01;18;4;32,7;04;005
800;19/07/2011;21;000222;DESPLAZAMIENTO A DESGÜACE, QUITAR BOMBA INYECTORA DE MAQUINA PARA SU REPARACION EN TALLER. UNA VEZ REPARADA. DESPLAZAMIENTO A DESGÜACE Y MONTAJE DE LA MISMA.;1;0;01;18;4;326;01;005
800;19/07/2011;21;000222;DESPLAZAMIENTO A PLANTA, REVISAR FALLO DE GASOIL, CAMBIAR VALVULA Y TUBO DE ASPIRACION DE BOMBIN DE GASOIL.;1;0;01;18;4;131;03;005
101;26/07/2011;21;000228;QUITAR MOTOR DE MAQUINA, REPARACION DE MOTOR Y MONTAJE EN MAQUINA TODO EN TALLER.;120;0;01;18;4;30;01;005
101;27/07/2011;21;000231;REPARACION DE BOMBA EN TALLER;3;0;01;18;4;29;01;005
800;26/07/2011;21;000227;DESPLAZAMIENTO A CANTERA, SUSTITUCION DE BOMBA DE AGUA REFRIGERANTE DEFECUTOSA POR UNA NUEVA, HACER NIVEL DE REFRIGERANTE Y PROBAR.;5,5;0;01;18;4;29;01;005
800;27/07/2011;21;000231;DESPLAZAMIENTO A CANTERA, SUSTITUCION DE BOMBA DE AGUA DEFECTUOSA POR UNA NUEVA, HACER NIVEL DE REFRIGERANTE Y PROBAR;5,5;0;01;18;4;29;01;010
101;02/08/2011;21;000233;DESPIECE DE BOTELLAR, REPARACIÓN EN TORNO, COLOCACION DE EMPAQUETADURAS Y MONTAJE.;14;0;01;18;4;32;01;005
101;03/08/2011;21;000235;DESMONTAR BOTELLA, FABRICACION DE CAMISA, FABRICAR TUBERIA DE CULATA, FABRICAR TUBERIA INTERNA DE CONEXION, CROMAR Y RECTIFICAR DIAMETRO EXTERIOR DE TRAMO DE VASTAGO AFECTADO Y RECTIFICAR INTERIOR, CAMBIAR JUNTAS Y MONTAR;1;0;01;18;4;4050;01;005
801;10/08/2011;21;000237;REPARACION DE ACUMULADOR;6;0;01;18;4;30;01;005
800;18/08/2011;21;000239;DESPLAZAMIENTO A FABRICA, DESMONTAR DOS CADENAS DE NEUMATICOS EN MAL ESTADO Y MONTARLAS EN NEUMATICOS NUEVOS DE SISE.;1;0;01;18;4;1500;01;005
800;22/08/2011;21;000240;DESPLAZAMIENTO A CANTERA, DIAGNOSTICAR FALLO DE MOTOR;1;0;01;18;4;270;01;005
800;24/08/2011;21;000242;DESPLAMIENTO A CANTERA, DIAGNOSTICAR FALLO DE SOBREPRESION EN RADIADOR DE REFRIGERANTE DE MOTOR;1;0;01;18;4;251;01;005
800;30/08/2011;24;000333;DESPLAZAMIENTO A PUERTO, SUSTITUCION DE CRISTAL DELANTERO FIJO.;1;0;01;18;4;225;01;005
800;31/08/2011;21;000245;DESPLAZAMIENTO A SUS INSTALACIONES, COMPROBACION DE MAQUINA ;1;0;01;18;4;209;01;005
800;31/08/2011;21;000247;Desplazamiento a cantera para desmontar motor;4,5;0;01;18;4;32;01;005
100;31/08/2011;21;000247;Reparacion de motor en taller.;60;0;01;18;4;32;02;005
101;05/09/2011;21;000249;DESMONTAR CARENAJE, SACAR TRANSMISION DE MAQUINA, DESPIECE, LIMPIEZA, COLOCACION DE JUNTAS Y RODAMIENTOS, MONTAJE Y COLOCACION EN MAQUINA. ;110;0;01;18;4;30;01;005
800;05/09/2011;21;000250;DESPLAZAMIENTO A PLANTA DESMONTAR SENSOR, COLOCACION DE NUEVO Y CALIBRACION;2;0;01;18;4;29;01;005
800;06/09/2011;21;000252;DIAGNOSIS FALLOS;3;0;01;18;4;32;01;005
101;07/09/2011;21;000255;DESMONTAR BOMBA HIDRAULICA, COLOCACION DE JUNTAS, RETENES Y MONTAJE. DESMONTAR MANDO DE PALA, COLOCACION DE JUNTA,RETENES Y MONTAJE.;10;0;01;18;4;30;01;005
800;08/09/2011;21;000258;DESPLAZAMIENTO A PLANTA. DESMONTAR VALVULA Y COLOCACION DE NUEVA;1;0;01;18;4;116;01;005
800;13/09/2011;21;000262;DESPLAZAMIENTO A PROCERAN, DIAGNOSTICAR FALLO DE MOTOR POR ADVERTENCIA DE PRESION DE ACEITE MOTOR;1;0;01;18;4;209;01;005
800;13/09/2011;24;000353;DESPLAZAMIENTO A PALMETE, SUSTITUCION DE CRISTAL TRASERO IZQ. Y TRASERO.;2;0;01;18;4;30;01;005
800;20/09/2011;21;000265;DESPLAZA MIENTO A SUS INSTALACIONES COMPROBACION DE MAQUINA POR FALLO ;1;0;01;18;4;175;01;005
101;21/09/2011;21;000276;DESMONTAR ARTICULACION CENTRAL CENTRO DEL DUMPER, DESPIECE, LIMPIEZA, COLOCACION DE PIEZAS NUEVAS, MONTAJE ANILLOS, RETENES, RODAMIENTOS,  CASQUILLOS, TUERCA  AJUSTE DE CENTRO Y AJUSTE DE CARDAN;45;0;01;18;4;30;01;005
101;21/09/2011;21;000278;REPARACION DE TRANSMISION EN TALLER;65;0;01;18;4;30;01;005
800;21/09/2011;24;000364;DESPLAZAMIENTO A SEVILLA, SUSTITUCION DE CRISTALES DE MAQUINA;4;0;01;18;4;30;01;005
800;22/09/2011;21;000279;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR CRISTAL Y COLOCACION DE NUEVO;6;0;01;18;4;30;01;005
800;21/09/2011;21;000283;DESPLAZAMIENTO A PLANTA PARA SUSTITUCION DE PUERTA LATERAL IZQUIERDA;3;0;01;18;4;30;01;005
800;28/09/2011;21;000288;DESPLAZAMIENTO A POZO CAMINO, DIAGNOSTICAR FALLO DE MAQUINA -PMCLINIC-;1;0;01;18;4;290;01;005
800;28/09/2011;21;000289;DESPLAZAMIENTO A SUS INSTALACIONES COMPROBACION FALLO MOTOR;1;0;01;18;4;173;01;005
800;29/09/2011;21;000290;DESPLAZAMIENTO A SUS INTALACIONES, DESMONTAR CABINA, DESMONTAR BOMBA DIRECCION PARA SU REPARACION EN TALLER, DESMONTAR VALVULAS TRANSMISION, COLOCACION DE JUNTAS Y MONTAJE. MONTAJE DE BOMBA UNA VEZ REPARADA Y MONTAJE DE CABINA;28;0;01;18;4;30;01;005
101;29/09/2011;21;000290;DESMONTAR BOMBA, LIMPIEZA, CAMBIAR JUNTAS Y RETENES DE BOMBA DIRECCION;4;0;01;18;4;30;02;005
800;04/10/2011;21;000297;DESPLAZAMIENTO ALMADEN DE LA PLATA, REALIZAR DIAGNOSIS DE MAQUINA;1;0;01;18;4;255;01;005
800;03/10/2011;21;000294;SUSTITUCION DE MODULO CONTROL CON SOFTWARE INCLUIDO;1;0;01;18;4;203;01;005
800;06/10/2011;21;000299;DESPLAZMIENTO A CANTERA, DESMONTAR GAFAS DE CADENAS  Y MONTAJE DE NUEVAS;1;0;01;18;4;654;01;005
800;07/10/2011;21;000301;DESPLAZAMIENTO ALMADEN DE LA PLATA, DESMONTAR BALACINES, INYECTORES, COLOCACION DE NUEVOS, MONTAJE BALANCINES, HACER REGLAJE DE VALVULAS Y CALIBRACION. VACIAR DEPOSITO GASOIL, LIMPIEZA;1;0;01;18;4;431;01;005
101;10/10/2011;21;000302;REPARAR INSTALACION DEFECTUOSA DE LUCES GENERAL;15;0;01;18;4;32;01;005
101;10/10/2011;21;000303;LIMPIEZA DE MAQUINA. QUITAR CABINA PARA SACAR BOMBA, REPARACION DE BOMBA Y MONTAJE DE LOS MISMOS.;46,5;0;01;18;4;32;01;005
800;10/10/2011;21;000304;DESPLAZAMIENTO A FINCA, DESMONTAR BOTELLA, TRASLADO AL TALLER PARA SU REPARACION Y MONTAJE UNA VEZ REPARADA;1;0;01;18;4;437;01;005
101;10/10/2011;21;000304;DESMONTAR BOTELLA, REBAJE DE CULOTE, SOLDADURA, COLOCACION DE KIT REPARACION Y MONTAJE;1;0;01;18;4;460,5;02;005
101;13/10/2011;24;000378;SUSTITUCION DE PIEZAS SEGUN RECOMENDACION DEL CLIENTE DE  CUATRO CUBOS REDUCTORES;40;0;01;18;4;30;01;005
101;17/10/2011;24;000380;SUSTITUCION DE PIEZAS SEGUN RECOMENDACION DEL CLIENTE DE UN CUBO RUCTOR TRASERO;10;0;01;18;4;30;01;005
101;17/10/2011;24;000381;SUSTITUCION DE PIEZAS SEGUN RECOMENDACION DEL CLIENTE DE 1 CUBO REDUCTOR DELANTERO;10;0;01;18;4;30;01;005
800;18/10/2011;21;000309;DESPLAZAMIENTO A PLANTA, DESMONTAR GRUPO Y COLOCACION DE UNO NUEVO;8;0;01;18;4;30;01;005
800;18/10/2011;21;000310;DESPLAZMIENTO Y REVISION GRUPO ELECTROGENO    ;1;0;01;18;4;377,98;01;005
800;18/10/2011;21;000311;DESPLAZAMIENTO A PLANTA, DESMONTAR REDUCTOR Y MONTAJE UNO NUEVO;8;0;01;18;4;30;01;005
800;20/10/2011;21;000313;DESPLAZAMIENTO DESMONTAR BOMBA HIDRAULICA, COLOCACION DE NUEVA, CAMBIAR ACEITE HIDRAULICO Y FILTRO;1;0;01;18;4;418;01;005
101;21/10/2011;21;000315;DESMONTAR PARTE CENTRAL DE MAQUINA, SUSTITUCION DE BULONES, RODAMIENTOS, RETENES DE PARTE SUPERIOR E INFERIOR Y MONTAJE DE MAQUINA;45;0;01;18;4;30;01;005
101;26/10/2011;21;000318;DESMONTAR BOMBA, DESPIECE, COLOCACION DE PATINES, PLACA BARRILETE, JUEGO JUNTAS, RECTIFICADO DE BARRILETE, AJUSTE Y MONTAJE;8;0;01;18;4;30;01;005
800;02/11/2011;21;000325;DESPLAZAMIENTO, DESMONTAR CARENAJES, SACAR MOTOR DE MAQUINA PARA SU REPARACION EN TALLER  Y MONTAJE UNA VEZ REPARADO;40;0;01;18;4;30;01;005
101;02/11/2011;21;000325;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGO REPRACION Y MONTAJE;85;0;01;18;4;30;02;005
101;02/11/2011;21;000327;DESMONTAR CARENAJES, SACAR MOTOR DE MAQUINA, DESPIECE DEL MISMO, LIMPIEZA, COLOCACION DE JUEGOS REPARACION MONTAJE Y COLCOLACION EN MAQUINA, MONTAJE DE CARENAJES;120;0;01;18;4;30;01;005
800;03/11/2011;21;000328;DESPLAZAMIENTO A PLANTA, DESMONTAR CRISTAL , COLOCACION DE NUEVO;3;0;01;18;4;32;01;005
800;08/11/2011;21;000330;DESPLAZAMIENTO A SUS INTALACIONES, COMPROBACION FALLO MARCHA ATRAS;1;0;01;18;4;175;01;005
800;10/11/2011;21;000331;DESPLAZAMIENTO A CANTERA, DESMONTAR INVERSOR, COLOCACION DE NUEVO Y AJUSTE;1;0;01;18;4;207;01;005
800;10/11/2011;21;000332;DESPLAZAMIENTO  COMPROBACION DE ICV, CABLEADO, MODULO MOTOR, DESMONTAR ICV, COLOCACION DE NUEVA, COLOCACION DE SUPRESOR, CALIBRACION DE MODULO;8;0;01;18;4;30;01;005
800;17/11/2011;21;000343;DESPLAZAMIENTO A FINCA DESMONTAR PASTILLA, COLOCACION DE NUEVAS Y GRADUAR FRENO ESTACIONAMIENTO ;3;0;01;18;4;30;01;005
101;17/11/2011;21;000344;DESMONTAJE DE MOTOR PARA SUSTITUCION DE KIT DE JUNTAS.;6;0;01;18;4;30;01;005
800;17/11/2011;21;000345;Revision de motor;1;0;01;18;4;265;01;005
800;21/11/2011;21;000346;DESPLAZAMIENTO, DESMONTAR BATERIAS, CARGA, COLOCACION Y ARRANQUE DE MAQUINA;1;0;01;18;4;510;01;005
800;11/11/2011;21;000333;DESMONTAR Y COLOCACION MATERIAL PRESUPUESTADO;4;0;01;18;4;30;01;005
101;24/11/2011;21;000350;DESMONTAR CARENAJES, SACAR MOTOR DE MAQUINA Y COLOCACION UNA VEZ REALIZADA LA INTERVENCION;35;0;01;18;4;30;01;005
800;28/11/2011;21;000356;DESPLAZAMIENTO A PLANTA, DESMONTAR BOTELLAS, DESPIECE, COLOCACION KIT DE REPARACION Y MONTAJE;16;0;01;18;4;29;01;005
800;28/11/2011;21;000357;DESPLAZAMIENTO A PLANTA, DESMONTAR BOTELLA, DESPIECE, COLOCACION KIT DE REPARACION Y MONTAJE;12;0;01;18;4;29;01;005
800;30/11/2011;21;000358;DESPLAZAMIENTO A SUS INSTALACIONES, SACAR MOTOR DE MAQUINA Y COLOCACION UNA VEZ REPARADADO;40;0;01;18;4;30;01;005
101;30/11/2011;21;000358;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGOS DE REPARACION Y MONTAJE;65;0;01;18;4;30;02;005
800;01/12/2011;21;000359;DESPLAZAMIENTO A SUS INSTALACIONES, SACAR MOTOR DE MAQUINA Y COLOCACION UNA VEZ REPARADO;35;0;01;18;4;30;01;005
101;01/12/2011;21;000359;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGOS REPARACION Y MONTAJE;65;0;01;18;4;30;02;005
101;12/12/2011;21;000362;DESMONTAR ARTICULACION CENTRAL, LIMPIEZA, MONTAJE DE RODAMIENTOS, RETENES, TAPAS, AJUSTE DE ARTICULACION Y MONTAJJE;35;0;01;18;4;30;01;005
101;14/12/2011;21;000365;DESMONTAR CENTRAL, SUSTUTITUIR VALVULAS PRESION, AJUSTE MONTAJE Y PRUEBA EN BANCO;2;0;01;18;4;30;01;005
800;15/12/2011;21;000366;DESPLAZAMIENTO A PLANTA, DESMONTAR COMPRESOR, FILTRO DE SECADO, OBUSES, MONTAJE Y CARGA DEL MISMO;3;0;01;18;4;30;01;005
101;19/12/2011;21;000369;DESMONTAR BRAZO Y PLUMA DE RETRO, COLOCACSQUILLOS Y RETENESMONTAJE;6;0;01;18;4;30;01;005
800;22/12/2011;21;000371;DESPLAZAMIENTO A CANTERA, COMPROBACION DE MOTOR, DESMONTAR MOTOR, COLOCACION DE NUEVO , AJUSTE Y MONTAJE;1;0;01;18;4;202;01;005
800;23/12/2011;21;000372;DESPLAZAMIENTO A PLANTA, REVISION DE CABLEADO, SENSOR NIVEL Y TEMPERATURA DE HIDRAULICO;3;0;01;18;4;30;01;005
101;29/12/2011;21;000374;DESMONTAR TENSOR, LIMPIEZA, COLOCACION DE KIT REPARACION Y MONTAJE;7;0;01;18;4;30;01;005
800;29/12/2011;21;000374;DESPLAZAMIENTO A PLANTA, MONTAJE DE TENSOR DE CADENA Y TENSADO DE CADENA;8;0;01;18;4;30;02;005
101;11/01/2012;31;000002;DESMONTAR MARTILLO DE CARCASA, SOLDADURA, COMPROBACION DE ACUMULADOR, COLOCACION DE PLACA PARA SALIDA DE PETACAS;15;0;01;18;4;30;01;005
800;11/01/2012;31;000003;DESPLAZAMIENTO A CANTERA, DESMONTAR BOTELLA DE MAQUINA, SACAR CASQUILLOS Y COLOCACION DE NUEVOS Y MONTAJE EN MAQUINA;5;0;01;18;4;30;01;005
800;11/01/2012;31;000003;DESMONTAR CARDAN TRASERO, SACAR HORQUILLA, COLOCACION DE RETEN, MONTAJE DE ORQUILLA Y CARDAN HACER NIVEL DE GRUPO;3;0;01;18;4;30;02;005
801;20/01/2012;31;000015;DIAGNOSIS AVERIA EN PLATAFORMA TEREX TD66;3;0;01;18;4;32;01;005
101;20/01/2012;31;000016;DESMONTAR TAPA, INYECTORES, CABLES, BOMBA INYECCION, COLOCACION DE INYECTORES NUEVO, CABLES, DESPIECE DE BOMBA, COLOCACION DE ELEMENTOS NUEVOS, AJUSTE Y MONTAJE;15;0;01;18;4;32;01;005
101;20/01/2012;31;000017;DESMONTAR CARTE, CIGUENAL, RECTIFICADO DEL MISMO, MONTAJE DE CASQUILLERIA NUEVA, COLOCACION DE RETENES DE CIGUENAL  Y MONTAJE DE CARTE, CORREGUIR SALIDEROS POR TAPA DISTRIBUCCION Y TAPA DEL VOLANTE.;85;0;01;18;4;32;01;005
101;23/01/2012;34;000017;DESMONTAR MARCO DESLIZANTE DE MAQUINA, LIMPIEZA DE MARCO, PEGADO DE CRISTAL Y COLOCACION DE MARCO EN MAQUINA;3;0;01;18;4;30;01;005
800;25/01/2012;31;000021;DESPLAZAMIENTO A CANTERA PARA DIAGNOSIS;4;0;01;18;4;30;01;005
800;27/01/2012;31;000026;DESPLAZAMIENTO A CANTERA, DESMONTAR CABINA, DESMONTAR BOMBAS PARA SU REPARACION EN TALLER Y MONTAJE UNA VEZ REPARADA;27;0;01;18;4;32;01;005
